sub_event_id;subscription_id;event_date;event_type;event_details;plan_tier;seats;billing_frequency;auto_renew_status;mrr_amount;arr_amount
2511;S-b8ee76;2023-10-31;Update;Plan Downgrade;Pro;6;monthly;Active;294;3528
2512;S-615537;2024-03-30;Update;Seat Upgrade;Pro;16;annual;Active;784;9408
2513;S-f2f40c;2024-06-29;Update;Plan Upgrade;Enterprise;45;annual;Active;8955;107460
2514;S-552434;2024-08-14;Update;Plan Downgrade;Pro;79;annual;Active;3871;46452
2515;S-21f8b3;2024-09-07;;;Enterprise;4;monthly;Inactive;0;0
2516;S-66b994;2024-10-29;;;Basic;23;annual;Active;0;0
2517;S-e2981a;2024-11-06;Conversion;;Enterprise;18;annual;Active;3582;42984
2518;S-8e5ceb;2024-11-07;;;Enterprise;9;monthly;Active;0;0
2519;S-c92099;2024-12-08;Conversion;;Enterprise;24;annual;Active;4776;57312
2520;S-8f4f5b;2023-08-30;Create;;Pro;45;annual;Active;0;0
2521;S-3445f5;2023-10-15;Conversion;;Basic;45;annual;Inactive;855;10260
2522;S-a0c517;2023-10-24;Update;Plan Upgrade;Pro;59;monthly;Active;2891;34692
2523;S-f49e0b;2024-01-21;Cancel;;Pro;45;annual;Active;2205;26460
2524;S-480226;2024-05-21;Update;Plan Downgrade;Basic;45;annual;Active;855;10260
2525;S-8e7d28;2024-07-05;;;Pro;45;monthly;Active;0;0
2526;S-f17152;2024-09-16;Conversion;;Enterprise;59;annual;Active;11741;140892
2527;S-5fb9ab;2024-10-27;;;Enterprise;45;annual;Inactive;0;0
2528;S-5ddf8d;2024-12-06;Conversion;;Basic;45;annual;Active;855;10260
2529;S-f1cc81;2023-03-27;Create;;Basic;34;annual;Active;646;7752
2530;S-c985c4;2023-05-22;Update;;Basic;34;annual;Inactive;646;7752
2531;S-2e4018;2023-06-06;Update;Plan Upgrade;Enterprise;34;monthly;Active;6766;81192
2532;S-21bd25;2023-07-16;Update;Plan Downgrade;Pro;34;monthly;Active;1666;19992
2533;S-115423;2023-08-05;Update;;Pro;34;annual;Active;1666;19992
2534;S-bfc2c2;2023-09-06;Update;;Pro;34;monthly;Active;1666;19992
2535;S-51dfbc;2023-09-24;Update;;Pro;34;monthly;Inactive;1666;19992
2536;S-7b7e04;2023-10-12;Update;Plan Upgrade;Enterprise;34;annual;Active;6766;81192
2537;S-125201;2023-11-29;;;Enterprise;34;annual;Active;0;0
2538;S-8e45ba;2023-12-13;Conversion;;Basic;34;annual;Inactive;646;7752
2539;S-2573e4;2024-01-25;Update;Seat Upgrade;Basic;60;monthly;Active;1140;13680
2540;S-6c7bd8;2024-06-16;Update;Plan Upgrade;Enterprise;36;monthly;Active;7164;85968
2541;S-fef85a;2024-08-06;Update;Plan Downgrade;Pro;34;annual;Active;1666;19992
2542;S-4f91d0;2024-10-12;Update;Plan Downgrade;Basic;34;monthly;Inactive;646;7752
2543;S-b2cfac;2024-12-24;Update;Plan Upgrade;Enterprise;34;monthly;Inactive;6766;81192
2544;S-1be7c5;2023-07-15;Create;;Basic;34;monthly;Active;646;7752
2545;S-e093a9;2023-08-02;Update;Plan Upgrade;Pro;22;monthly;Active;1078;12936
2546;S-e977e4;2023-08-25;Update;Plan Upgrade;Enterprise;22;monthly;Active;4378;52536
2547;S-2a6eb3;2023-08-27;Update;Seat Upgrade;Enterprise;68;monthly;Active;13532;162384
2548;S-8da449;2023-10-22;Update;Plan Downgrade;Basic;22;annual;Active;418;5016
2549;S-3a28cc;2024-02-16;Update;Seat Upgrade;Basic;33;monthly;Active;627;7524
2550;S-028f5b;2024-02-20;Cancel;;Enterprise;26;annual;Active;5174;62088
2551;S-b8ca59;2024-02-27;Update;Seat Downgrade;Enterprise;22;monthly;Active;4378;52536
2552;S-7b29d1;2024-04-19;Update;Seat Upgrade;Enterprise;65;monthly;Active;12935;155220
2553;S-677801;2024-05-02;Update;Seat Upgrade;Enterprise;89;monthly;Active;17711;212532
2554;S-ff2510;2024-09-14;;;Pro;46;annual;Active;0;0
2555;S-dc3bbc;2024-09-18;Conversion;;Pro;25;annual;Active;1225;14700
2556;S-d6c9dc;2024-10-07;Update;Plan Downgrade;Basic;27;annual;Active;513;6156
2557;S-d0c344;2024-10-27;Update;Plan Upgrade;Pro;22;annual;Inactive;1078;12936
2558;S-8a6579;2024-11-01;Update;Plan Downgrade;Basic;22;annual;Active;418;5016
2559;S-88cc86;2024-12-20;Cancel;;Enterprise;22;annual;Active;4378;52536
2560;S-ce90ba;2024-04-03;Create;;Pro;55;monthly;Active;0;0
2561;S-bf89e6;2024-05-19;Conversion;;Pro;130;monthly;Active;6370;76440
2562;S-b3f2cb;2024-06-19;;;Enterprise;55;monthly;Active;0;0
2563;S-c5835c;2024-06-25;;;Basic;55;monthly;Active;0;0
2564;S-099dbc;2024-07-21;Conversion;;Pro;55;monthly;Active;2695;32340
2565;S-b5b9a5;2024-07-25;Update;Plan Downgrade;Basic;55;monthly;Active;1045;12540
2566;S-a37653;2024-10-12;Update;Plan Upgrade;Pro;55;monthly;Inactive;2695;32340
2567;S-66bae1;2024-10-22;Update;Plan Downgrade;Basic;55;monthly;Active;1045;12540
2568;S-942caf;2024-11-07;Update;Seat Upgrade;Basic;71;monthly;Active;1349;16188
2569;S-d9e0d1;2024-11-15;Update;Seat Downgrade;Basic;55;annual;Active;1045;12540
2570;S-1bbf0a;2024-12-02;;;Pro;55;monthly;Active;0;0
2571;S-feccd8;2024-12-22;Conversion;;Enterprise;55;monthly;Active;10945;131340
2572;S-542c37;2024-12-27;Update;Plan Downgrade;Pro;55;monthly;Active;2695;32340
2573;S-87e8d3;2023-08-07;Create;;Enterprise;4;monthly;Active;796;9552
2574;S-101324;2023-09-29;Update;Seat Upgrade;Enterprise;24;monthly;Active;4776;57312
2575;S-b362a5;2023-10-17;Update;Plan Downgrade;Basic;44;annual;Active;836;10032
2576;S-e51242;2023-11-13;Update;Plan Upgrade;Enterprise;9;annual;Active;1791;21492
2577;S-40adae;2024-01-26;Update;Plan Downgrade;Basic;10;monthly;Active;190;2280
2578;S-2eb247;2024-02-01;Cancel;;Enterprise;25;monthly;Active;4975;59700
2579;S-426f2f;2024-03-08;Update;Seat Downgrade;Enterprise;3;annual;Active;597;7164
2580;S-8fd62c;2024-03-27;Update;Seat Downgrade;Enterprise;2;monthly;Active;398;4776
2581;S-43cd30;2024-05-01;;;Basic;37;annual;Inactive;0;0
2582;S-da2f0b;2024-08-10;Conversion;;Enterprise;12;annual;Active;2388;28656
2583;S-98126d;2024-09-09;Update;Plan Downgrade;Basic;12;monthly;Active;228;2736
2584;S-d7c21d;2024-12-17;Update;Seat Upgrade;Basic;15;monthly;Active;285;3420
2585;S-5f2554;2023-11-07;Create;;Pro;12;monthly;Inactive;588;7056
2586;S-3fa87d;2023-11-13;Update;Plan Upgrade;Enterprise;5;monthly;Active;995;11940
2587;S-44e3ac;2024-01-14;Update;;Enterprise;5;monthly;Active;995;11940
2588;S-d4c0a0;2024-01-25;Update;Plan Downgrade;Pro;18;annual;Active;882;10584
2589;S-3d0aa6;2024-02-09;;;Enterprise;7;monthly;Active;0;0
2590;S-d3bd2f;2024-06-08;Conversion;;Basic;24;monthly;Active;456;5472
2591;S-cc771c;2024-06-08;Update;Plan Upgrade;Pro;41;monthly;Inactive;2009;24108
2592;S-07976e;2024-07-12;Update;Seat Downgrade;Pro;5;monthly;Active;245;2940
2593;S-9e5075;2024-09-02;Update;Plan Upgrade;Enterprise;44;annual;Active;8756;105072
2594;S-c1eb68;2024-11-02;Update;Plan Downgrade;Basic;32;monthly;Inactive;608;7296
2595;S-a6e444;2024-11-28;Update;Plan Upgrade;Enterprise;5;monthly;Inactive;995;11940
2596;S-a3300f;2024-12-16;Update;;Enterprise;5;annual;Active;995;11940
2597;S-5d434f;2024-05-18;Create;;Pro;41;monthly;Active;2009;24108
2598;S-97bc99;2024-05-25;Update;Seat Upgrade;Pro;46;annual;Active;2254;27048
2599;S-766d8b;2024-05-27;Cancel;;Enterprise;41;monthly;Active;8159;97908
2600;S-1c406a;2024-07-10;Update;Seat Upgrade;Enterprise;53;monthly;Active;10547;126564
2601;S-53f831;2024-07-29;Update;Plan Downgrade;Basic;41;monthly;Inactive;779;9348
2602;S-09cdac;2024-07-31;Cancel;;Basic;41;annual;Active;779;9348
2603;S-6696a0;2024-08-04;Update;;Basic;41;monthly;Active;779;9348
2604;S-8451e7;2024-10-04;Update;Plan Upgrade;Enterprise;41;annual;Active;8159;97908
2605;S-f94b9b;2024-10-16;Cancel;;Pro;41;annual;Active;2009;24108
2606;S-c51ab8;2024-11-19;Update;Plan Upgrade;Enterprise;41;annual;Inactive;8159;97908
2607;S-c913f8;2024-12-03;Create;;Enterprise;68;monthly;Active;13532;162384
2608;S-129cf4;2024-12-11;Update;Plan Downgrade;Pro;16;monthly;Active;784;9408
2609;S-77ca30;2024-12-12;Update;Seat Upgrade;Pro;37;monthly;Active;1813;21756
2610;S-16e21f;2024-12-13;Update;Plan Upgrade;Enterprise;27;annual;Inactive;5373;64476
2611;S-f7cde3;2024-12-13;Update;Plan Downgrade;Pro;42;annual;Inactive;2058;24696
2612;S-038f6f;2024-12-14;;;Enterprise;10;monthly;Active;0;0
2613;S-6d3f0b;2024-12-16;Conversion;;Basic;36;annual;Active;684;8208
2614;S-feea3a;2024-12-17;Cancel;;Basic;5;monthly;Active;95;1140
2615;S-a7ad50;2024-12-18;Update;Seat Upgrade;Basic;18;monthly;Active;342;4104
2616;S-44fba6;2024-12-22;;;Enterprise;7;annual;Active;0;0
2617;S-fb285f;2024-12-22;Conversion;;Basic;32;annual;Active;608;7296
2618;S-8442d1;2024-12-22;;;Enterprise;21;monthly;Active;0;0
2619;S-c15f06;2024-12-27;Conversion;;Pro;33;monthly;Active;1617;19404
2620;S-51b668;2024-12-28;Update;Plan Downgrade;Basic;30;monthly;Active;570;6840
2621;S-2f11bb;2024-12-29;Update;Plan Downgrade;Pro;5;annual;Active;245;2940
2622;S-c3b622;2024-12-29;;;Pro;5;annual;Active;0;0
2623;S-9d7c19;2024-12-31;Conversion;;Pro;5;annual;Active;245;2940
2624;S-e76e80;2024-01-02;Create;;Basic;25;monthly;Active;0;0
2625;S-396546;2024-02-02;Conversion;;Enterprise;19;monthly;Inactive;3781;45372
2626;S-5cda31;2024-03-04;Update;Plan Downgrade;Basic;5;annual;Inactive;95;1140
2627;S-1a2f35;2024-04-07;Update;Seat Upgrade;Basic;12;monthly;Inactive;228;2736
2628;S-96bb5c;2024-05-26;Update;;Basic;12;monthly;Inactive;228;2736
2629;S-d638c7;2024-07-25;Update;Seat Upgrade;Basic;31;annual;Active;589;7068
2630;S-5e5ff0;2024-09-04;;;Pro;6;annual;Active;0;0
2631;S-460deb;2024-11-27;Conversion;;Enterprise;22;annual;Inactive;4378;52536
2632;S-1cb993;2023-05-10;Create;;Basic;18;annual;Active;342;4104
2633;S-7f0419;2023-06-22;Update;Plan Upgrade;Enterprise;18;annual;Active;3582;42984
2634;S-6717d6;2023-08-12;Update;Seat Upgrade;Enterprise;21;annual;Inactive;4179;50148
2635;S-639d60;2024-01-25;;;Enterprise;18;annual;Active;0;0
2636;S-e3a257;2024-02-14;Conversion;;Pro;18;annual;Active;882;10584
2637;S-8738af;2024-03-19;Update;Seat Upgrade;Pro;34;monthly;Active;1666;19992
2638;S-2e78ce;2024-04-15;Cancel;;Basic;18;monthly;Active;342;4104
2639;S-1170cb;2024-04-19;Update;Plan Upgrade;Pro;18;annual;Active;882;10584
2640;S-c2fd82;2024-06-29;;;Enterprise;82;monthly;Active;0;0
2641;S-a583df;2024-08-07;Conversion;;Enterprise;45;annual;Active;8955;107460
2642;S-6bb2c5;2024-11-18;Update;Seat Downgrade;Enterprise;36;monthly;Active;7164;85968
2643;S-6d4050;2024-12-09;Create;;Enterprise;20;monthly;Active;3980;47760
2644;S-6c625e;2024-12-15;Update;Plan Upgrade;Pro;91;monthly;Inactive;4459;53508
2645;S-3d6100;2024-12-24;Update;Seat Downgrade;Pro;20;annual;Active;980;11760
2646;S-b32512;2024-12-25;Update;Plan Upgrade;Enterprise;20;monthly;Active;3980;47760
2647;S-bbafad;2024-12-27;Cancel;;Basic;20;annual;Active;380;4560
2648;S-676254;2024-12-31;Update;Plan Upgrade;Pro;20;annual;Active;980;11760
2649;S-72cf21;2024-01-30;Create;;Enterprise;40;annual;Inactive;7960;95520
2650;S-3f2b4c;2024-02-27;Update;Plan Downgrade;Pro;31;annual;Active;1519;18228
2651;S-104ed3;2024-03-02;Update;Plan Downgrade;Basic;14;annual;Active;266;3192
2652;S-a8f236;2024-03-17;Update;Plan Upgrade;Enterprise;14;monthly;Inactive;2786;33432
2653;S-6c969d;2024-05-08;Update;Plan Downgrade;Basic;14;monthly;Inactive;266;3192
2654;S-918151;2024-05-29;Update;Plan Upgrade;Enterprise;27;annual;Inactive;5373;64476
2655;S-11b2c6;2024-06-06;Update;Plan Downgrade;Basic;14;monthly;Inactive;266;3192
2656;S-c1316c;2024-07-30;Update;Plan Upgrade;Enterprise;60;annual;Active;11940;143280
2657;S-c455ec;2023-11-02;Create;;Pro;19;monthly;Active;931;11172
2658;S-56c529;2023-12-17;Update;Seat Upgrade;Pro;30;monthly;Active;1470;17640
2659;S-e3c3c8;2023-12-30;Update;Seat Downgrade;Pro;25;monthly;Inactive;1225;14700
2660;S-7791c3;2024-01-13;Update;Seat Downgrade;Pro;19;monthly;Active;931;11172
2661;S-c1c6ca;2024-02-03;Update;Seat Upgrade;Pro;36;monthly;Active;1764;21168
2662;S-7f5316;2024-10-17;;;Basic;19;monthly;Active;0;0
2663;S-13939b;2023-07-21;Create;;Pro;34;monthly;Active;0;0
2664;S-94fc5d;2023-07-30;;;Basic;34;monthly;Active;0;0
2665;S-c317f9;2023-11-24;Conversion;;Basic;34;annual;Active;646;7752
2666;S-e60430;2023-12-26;Update;Plan Upgrade;Enterprise;61;annual;Inactive;12139;145668
2667;S-a245f6;2023-12-28;Update;Plan Downgrade;Basic;34;monthly;Active;646;7752
2668;S-52b9a9;2024-04-12;Update;Plan Upgrade;Enterprise;34;annual;Active;6766;81192
2669;S-e7b281;2024-05-05;Update;Plan Downgrade;Pro;34;monthly;Active;1666;19992
2670;S-f110db;2024-06-22;Update;Plan Upgrade;Enterprise;34;monthly;Active;6766;81192
2671;S-117d65;2024-11-30;Update;Plan Downgrade;Basic;34;annual;Active;646;7752
2672;S-b83d8d;2024-12-11;Update;Plan Upgrade;Enterprise;34;annual;Active;6766;81192
2673;S-4056f6;2024-10-06;Create;;Pro;2;annual;Active;98;1176
2674;S-33e40e;2024-10-10;Cancel;;Enterprise;2;annual;Active;398;4776
2675;S-f180b5;2024-10-13;Update;Plan Downgrade;Basic;17;monthly;Active;323;3876
2676;S-6f0169;2024-10-23;Cancel;;Pro;3;monthly;Active;147;1764
2677;S-834a48;2024-11-01;;;Basic;4;monthly;Active;0;0
2678;S-af6974;2024-11-23;Conversion;;Pro;18;annual;Active;882;10584
2679;S-31428b;2024-12-14;Update;Plan Upgrade;Basic;52;annual;Active;988;11856
2680;S-95c2e3;2024-12-19;Update;Plan Downgrade;Pro;8;monthly;Active;392;4704
2681;S-684751;2024-12-31;Update;Plan Downgrade;Basic;17;monthly;Active;323;3876
2682;S-0ec1d3;2024-08-08;Create;;Pro;56;annual;Active;2744;32928
2683;S-a4a6c9;2024-08-16;Update;Plan Upgrade;Enterprise;28;monthly;Active;5572;66864
2684;S-ac4799;2024-10-14;;;Enterprise;26;monthly;Active;0;0
2685;S-afc4cb;2024-10-16;Conversion;;Basic;26;monthly;Active;494;5928
2686;S-aa751f;2024-10-16;Update;Seat Upgrade;Basic;37;monthly;Active;703;8436
2687;S-4df118;2024-10-28;Cancel;;Basic;26;monthly;Active;494;5928
2688;S-807f28;2024-11-05;Update;Plan Upgrade;Enterprise;26;monthly;Inactive;5174;62088
2689;S-188518;2024-11-08;;;Enterprise;26;monthly;Active;0;0
2690;S-1a3627;2024-12-31;;;Basic;26;monthly;Active;0;0
2691;S-58239c;2024-05-22;Create;;Pro;24;monthly;Active;1176;14112
2692;S-37f480;2024-05-25;Update;Seat Upgrade;Pro;27;annual;Inactive;1323;15876
2693;S-b9c635;2024-06-02;Update;Seat Downgrade;Pro;24;monthly;Active;1176;14112
2694;S-0fb7bb;2024-06-05;Update;;Pro;24;annual;Inactive;1176;14112
2695;S-276d44;2024-06-17;Update;;Pro;24;monthly;Active;1176;14112
2696;S-6cff7d;2024-07-18;Update;Plan Downgrade;Basic;56;monthly;Active;1064;12768
2697;S-3fb251;2024-07-22;;;Enterprise;50;monthly;Inactive;0;0
2698;S-c7f25a;2024-08-10;Conversion;;Basic;25;monthly;Active;475;5700
2699;S-eadebb;2024-08-23;Update;Plan Upgrade;Pro;24;annual;Active;1176;14112
2700;S-561e21;2024-08-29;;;Pro;24;annual;Active;0;0
2701;S-7925f0;2024-09-24;Conversion;;Enterprise;24;monthly;Active;4776;57312
2702;S-344c0d;2024-10-15;Update;;Enterprise;24;annual;Active;4776;57312
2703;S-ccc10f;2024-11-19;Update;Plan Downgrade;Basic;24;annual;Active;456;5472
2704;S-5b58b1;2024-11-19;Update;Plan Upgrade;Pro;24;annual;Active;1176;14112
2705;S-09ada1;2024-11-23;Update;Plan Downgrade;Basic;24;annual;Active;456;5472
2706;S-09076d;2024-12-23;Update;Plan Upgrade;Pro;51;monthly;Active;2499;29988
2707;S-3e453b;2024-04-21;Create;;Pro;17;annual;Inactive;833;9996
2708;S-9c0df6;2024-04-24;Cancel;;Pro;41;monthly;Active;2009;24108
2709;S-0206eb;2024-04-26;Update;Plan Downgrade;Basic;31;monthly;Active;589;7068
2710;S-505db5;2024-05-01;Update;Plan Upgrade;Pro;53;monthly;Active;2597;31164
2711;S-635570;2024-05-12;;;Enterprise;50;annual;Inactive;0;0
2712;S-9122a4;2024-05-29;Conversion;;Enterprise;25;monthly;Active;4975;59700
2713;S-05aaef;2024-08-03;;;Pro;22;annual;Active;0;0
2714;S-a70baa;2024-08-10;Conversion;;Enterprise;17;annual;Active;3383;40596
2715;S-4e3e04;2024-08-16;Update;;Enterprise;17;annual;Inactive;3383;40596
2716;S-466093;2024-08-17;Update;Plan Downgrade;Basic;78;annual;Active;1482;17784
2717;S-472fda;2024-08-19;Update;Plan Downgrade;Pro;27;annual;Active;1323;15876
2718;S-8bb388;2024-08-22;Update;Plan Upgrade;Enterprise;50;annual;Active;9950;119400
2719;S-c2b710;2024-11-01;Create;;Enterprise;5;monthly;Active;995;11940
2720;S-07f282;2024-11-19;Update;;Enterprise;5;monthly;Active;995;11940
2721;S-76c7da;2024-11-22;;;Enterprise;11;annual;Active;0;0
2722;S-786ead;2024-12-02;Conversion;;Pro;8;monthly;Active;392;4704
2723;S-eae773;2024-12-03;Update;Seat Upgrade;Pro;11;monthly;Active;539;6468
2724;S-f89d8c;2024-12-18;Update;Seat Upgrade;Pro;49;monthly;Active;2401;28812
2725;S-866608;2024-12-23;Update;Seat Downgrade;Pro;23;annual;Active;1127;13524
2726;S-d8165b;2024-10-18;Create;;Basic;38;annual;Active;722;8664
2727;S-a82639;2024-10-25;Update;Plan Upgrade;Enterprise;40;monthly;Active;7960;95520
2728;S-13c8b6;2024-10-29;Update;Plan Downgrade;Basic;27;monthly;Active;513;6156
2729;S-ae4bb3;2024-11-22;Update;Plan Upgrade;Pro;74;annual;Active;3626;43512
2730;S-ceffe9;2024-11-23;Update;Plan Downgrade;Enterprise;2;monthly;Active;398;4776
2731;S-28eeec;2024-11-29;Update;Plan Downgrade;Pro;2;annual;Active;98;1176
2732;S-d61475;2024-12-20;Update;Plan Downgrade;Basic;3;monthly;Active;57;684
2733;S-7e7a73;2024-12-20;Update;Plan Upgrade;Enterprise;16;monthly;Active;3184;38208
2734;S-9e450b;2024-12-21;Cancel;;Enterprise;23;monthly;Active;4577;54924
2735;S-f5f5b3;2024-12-26;Cancel;;Basic;10;annual;Active;190;2280
2736;S-bf304b;2024-12-27;Update;Plan Upgrade;Enterprise;18;monthly;Active;3582;42984
2737;S-70d15d;2024-02-22;Create;;Enterprise;57;monthly;Active;11343;136116
2738;S-d8441d;2024-03-16;Update;Plan Downgrade;Basic;4;annual;Active;76;912
2739;S-871e83;2024-03-21;Update;Plan Upgrade;Enterprise;14;annual;Active;2786;33432
2740;S-86c28f;2024-04-02;Update;Plan Upgrade;Pro;79;annual;Active;3871;46452
2741;S-dbc1ca;2024-04-24;Update;Plan Downgrade;Enterprise;14;annual;Active;2786;33432
2742;S-e98bfd;2024-05-18;Update;Plan Downgrade;Basic;4;annual;Active;76;912
2743;S-94cf13;2024-05-23;Update;Seat Upgrade;Basic;5;annual;Active;95;1140
2744;S-acb7af;2024-05-23;;;Enterprise;4;annual;Active;0;0
2745;S-f36088;2024-05-24;;;Enterprise;43;annual;Active;0;0
2746;S-448b6d;2024-06-08;Conversion;;Basic;19;monthly;Inactive;361;4332
2747;S-09251c;2024-07-17;Cancel;;Enterprise;16;monthly;Active;3184;38208
2748;S-4f9730;2024-07-21;;;Enterprise;25;monthly;Active;0;0
2749;S-0e8b21;2024-08-21;Conversion;;Basic;22;monthly;Active;418;5016
2750;S-26deeb;2024-09-07;Update;Plan Upgrade;Pro;68;annual;Active;3332;39984
2751;S-a54fb2;2024-06-01;Create;;Basic;86;annual;Inactive;1634;19608
2752;S-a1d3ad;2024-06-09;;;Basic;86;monthly;Active;0;0
2753;S-be601b;2024-07-07;Conversion;;Basic;86;monthly;Active;1634;19608
2754;S-55db9e;2024-08-19;Update;;Basic;86;annual;Inactive;1634;19608
2755;S-f4b648;2024-11-27;Cancel;;Enterprise;86;annual;Active;17114;205368
2756;S-f74e00;2024-12-02;Update;Plan Downgrade;Pro;86;monthly;Active;4214;50568
2757;S-b8c3e6;2024-12-13;;;Enterprise;86;monthly;Active;0;0
2758;S-90e2d7;2024-07-17;Create;;Basic;31;annual;Active;589;7068
2759;S-9a3e85;2024-08-06;Update;Plan Upgrade;Pro;21;annual;Active;1029;12348
2760;S-7456c5;2024-09-09;Update;Plan Downgrade;Basic;9;monthly;Active;171;2052
2761;S-e505c1;2024-09-17;Update;Plan Upgrade;Pro;34;annual;Active;1666;19992
2762;S-89c03a;2024-09-20;Update;Seat Downgrade;Pro;9;monthly;Active;441;5292
2763;S-428e9a;2024-10-12;;;Enterprise;88;monthly;Active;0;0
2764;S-121b4d;2024-11-22;Conversion;;Basic;9;annual;Active;171;2052
2765;S-f20079;2024-12-16;Update;Seat Upgrade;Basic;20;monthly;Active;380;4560
2766;S-dc8c2f;2024-09-21;Create;;Basic;41;monthly;Active;779;9348
2767;S-c5cfb0;2024-10-05;;;Basic;41;monthly;Inactive;0;0
2768;S-a14d4b;2024-10-05;Conversion;;Pro;43;annual;Inactive;2107;25284
2769;S-57cd05;2024-10-26;Update;Plan Downgrade;Basic;41;annual;Active;779;9348
2770;S-e6c842;2024-11-10;Update;;Basic;41;annual;Active;779;9348
2771;S-670476;2024-11-18;Cancel;;Enterprise;41;monthly;Active;8159;97908
2772;S-19c44c;2024-12-09;Update;Plan Downgrade;Basic;41;monthly;Active;779;9348
2773;S-8ed77f;2024-12-10;Update;Plan Upgrade;Pro;41;monthly;Active;2009;24108
2774;S-55c61c;2024-12-21;Update;Plan Upgrade;Enterprise;41;annual;Active;8159;97908
2775;S-bf424e;2024-12-22;Update;;Enterprise;41;annual;Active;8159;97908
2776;S-4cdee1;2024-02-19;Create;;Enterprise;20;monthly;Active;0;0
2777;S-96e431;2024-03-23;Conversion;;Pro;6;annual;Active;294;3528
2778;S-c881bc;2024-05-02;Cancel;;Basic;10;monthly;Active;190;2280
2779;S-baba71;2024-05-03;Update;Plan Upgrade;Enterprise;10;monthly;Active;1990;23880
2780;S-329db8;2024-05-22;Update;Plan Downgrade;Pro;12;monthly;Active;588;7056
2781;S-5cba26;2024-07-30;Update;Plan Downgrade;Basic;6;monthly;Active;114;1368
2782;S-81a509;2024-09-10;Update;Seat Upgrade;Basic;11;annual;Active;209;2508
2783;S-8b721c;2024-09-14;Update;Plan Upgrade;Enterprise;28;annual;Active;5572;66864
2784;S-b6f87e;2024-09-30;Update;Plan Downgrade;Basic;10;annual;Active;190;2280
2785;S-3965a4;2024-10-08;Cancel;;Basic;47;annual;Active;893;10716
2786;S-654529;2024-10-17;;;Enterprise;6;annual;Active;0;0
2787;S-bf6d7b;2024-12-08;Conversion;;Pro;29;annual;Active;1421;17052
2788;S-f5ce8e;2024-12-15;Update;Plan Upgrade;Enterprise;13;monthly;Active;2587;31044
2789;S-daf6b3;2024-11-04;Create;;Pro;12;monthly;Active;588;7056
2790;S-885bd4;2024-11-13;Update;;Pro;12;annual;Active;588;7056
2791;S-2ee940;2024-12-12;Update;Plan Upgrade;Enterprise;12;annual;Active;2388;28656
2792;S-ec41f7;2024-12-13;Update;Seat Upgrade;Enterprise;19;monthly;Active;3781;45372
2793;S-9d505c;2024-12-14;Update;Plan Downgrade;Basic;61;monthly;Active;1159;13908
2794;S-d43ad9;2024-12-14;Update;Plan Downgrade;Pro;13;annual;Inactive;637;7644
2795;S-f6e14c;2024-12-15;Update;Plan Upgrade;Enterprise;28;annual;Active;5572;66864
2796;S-129a62;2024-12-15;;;Basic;34;monthly;Inactive;0;0
2797;S-b112eb;2024-12-19;Conversion;;Basic;53;monthly;Active;1007;12084
2798;S-13a013;2024-12-19;Update;Seat Downgrade;Basic;23;annual;Active;437;5244
2799;S-4fe9b6;2024-12-19;Cancel;;Pro;25;annual;Active;1225;14700
2800;S-ff9bde;2024-12-20;Cancel;;Pro;12;monthly;Active;588;7056
2801;S-dda681;2024-12-21;Update;;Pro;12;monthly;Inactive;588;7056
2802;S-cfd4a3;2024-12-23;Update;Seat Upgrade;Pro;93;annual;Active;4557;54684
2803;S-4c6ee1;2024-12-23;Update;Seat Downgrade;Pro;15;annual;Active;735;8820
2804;S-a61006;2024-12-24;Update;Plan Upgrade;Enterprise;12;monthly;Active;2388;28656
2805;S-859ee0;2024-12-26;Update;Seat Upgrade;Enterprise;28;monthly;Active;5572;66864
2806;S-937207;2024-12-28;Update;Seat Downgrade;Enterprise;12;monthly;Active;2388;28656
2807;S-16dfaf;2024-02-27;Create;;Pro;19;annual;Active;931;11172
2808;S-9871f4;2024-03-05;Update;Plan Downgrade;Basic;19;monthly;Active;361;4332
2809;S-d53c0a;2024-03-28;Update;Plan Upgrade;Enterprise;19;annual;Inactive;3781;45372
2810;S-ec242e;2024-04-26;Update;Seat Upgrade;Enterprise;31;monthly;Active;6169;74028
2811;S-0459a1;2024-04-29;Update;Seat Downgrade;Enterprise;19;monthly;Inactive;3781;45372
2812;S-8fb49f;2024-05-20;Update;Seat Upgrade;Enterprise;20;monthly;Active;3980;47760
2813;S-440dde;2024-07-21;Update;Plan Downgrade;Basic;19;annual;Active;361;4332
2814;S-af5ec3;2024-08-23;Update;Plan Upgrade;Enterprise;19;monthly;Active;3781;45372
2815;S-93dc0e;2024-11-03;Cancel;;Enterprise;25;monthly;Active;4975;59700
2816;S-911b0a;2023-08-08;Create;;Pro;5;annual;Active;245;2940
2817;S-98ac99;2023-11-09;Update;Plan Downgrade;Basic;5;annual;Active;95;1140
2818;S-6f398a;2023-11-13;Update;Plan Upgrade;Pro;5;annual;Active;245;2940
2819;S-444f22;2023-12-09;Update;Seat Upgrade;Pro;46;monthly;Active;2254;27048
2820;S-cdc347;2024-01-31;Update;Plan Downgrade;Enterprise;5;monthly;Active;995;11940
2821;S-9093cf;2024-02-18;Update;Seat Upgrade;Enterprise;30;monthly;Active;5970;71640
2822;S-97fab7;2024-03-27;Cancel;;Basic;5;annual;Inactive;95;1140
2823;S-fbee8e;2024-04-25;Update;Plan Upgrade;Enterprise;5;annual;Active;995;11940
