usage_id;subscription_id;usage_date;feature_name;usage_count;usage_duration_mins;logged_errors_count;is_beta_feature
U-d42149;S-9122a4;2024-11-15;feature_27;8;40,0;1;
U-0f2c80;S-913134;2023-07-01;feature_32;6;43,0;0;
U-fb3d91;S-913134;2024-07-16;feature_33;12;41,6;0;
U-c1305d;S-91419b;2024-01-04;feature_6;13;82,8;0;
U-bb40d5;S-91419b;2024-01-26;feature_28;14;65,3;0;
U-4b5660;S-91419b;2023-12-20;feature_30;5;45,7;0;
U-670e60;S-91419b;2023-05-30;feature_10;9;68,3;0;
U-b2c76c;S-91419b;2023-01-24;feature_17;10;20,3;2;
U-55e37a;S-9161b0;2024-06-22;feature_10;6;57,4;2;
U-953de3;S-9161b0;2024-01-23;feature_30;9;65,3;0;
U-e4e0d7;S-9161b0;2024-05-21;feature_33;6;34,7;2;
U-ec09ba;S-9161b0;2024-03-28;feature_34;9;47,0;1;
U-c70013;S-916876;2023-05-01;feature_9;8;17,3;2;
U-02d0a0;S-916876;2023-08-08;feature_20;10;63,0;0;
U-8e4723;S-916876;2023-09-29;feature_5;14;74,9;2;
U-ba41b4;S-916876;2023-05-26;feature_40;12;84,6;0;
U-823baf;S-916876;2024-11-07;feature_12;11;16,9;1;
U-411084;S-916cca;2023-10-12;feature_16;11;11,0;2;
U-c1e403;S-916cca;2023-03-27;feature_4;13;59,2;2;
U-7d641b;S-916cca;2024-01-31;feature_3;7;6,4;0;
U-2ec680;S-916cca;2023-10-30;feature_12;7;55,8;0;
U-4b57fd;S-916cca;2024-09-08;feature_30;6;13,3;0;Beta
U-57db2b;S-916cca;2023-12-13;feature_24;14;137,2;0;
U-b74960;S-916cca;2024-02-19;feature_34;9;52,8;0;
U-83accf;S-916cca;2023-08-16;feature_12;12;69,0;0;
U-a294bf;S-916cca;2024-01-16;feature_29;5;23,3;0;
U-16731a;S-91709b;2024-08-19;feature_24;13;98,2;0;
U-0766d8;S-91709b;2024-11-06;feature_33;14;138,6;0;
U-95d8c7;S-91709b;2023-09-18;feature_27;13;85,2;0;
U-dd6356;S-91709b;2024-01-30;feature_1;10;26,0;2;Beta
U-5b1a91;S-9171f0;2024-09-10;feature_2;13;55,3;0;
U-8d2dcc;S-9171f0;2023-01-16;feature_29;9;67,4;0;
U-57dead;S-9171f0;2023-04-15;feature_11;15;28,0;0;
U-d0fe84;S-918151;2023-04-12;feature_10;9;22,8;0;
U-5cfe3f;S-918151;2023-05-15;feature_12;8;30,7;1;
U-e3dd22;S-918151;2023-11-08;feature_29;11;105,6;3;
U-6bf8fa;S-918151;2024-04-10;feature_4;9;23,7;0;
U-cdef74;S-918151;2023-08-21;feature_25;9;27,8;0;
U-042c7f;S-918151;2023-07-16;feature_17;14;98,2;0;
U-177fe9;S-918151;2023-09-08;feature_21;11;80,9;1;
U-d59126;S-918151;2023-08-05;feature_7;12;32,4;0;
U-fba25d;S-91ab2e;2024-07-25;feature_39;10;27,5;0;
U-714cc8;S-91b63c;2023-07-07;feature_12;13;83,9;0;
U-e56e4b;S-91b63c;2023-12-29;feature_25;6;50,8;0;
U-5c6f8b;S-91b63c;2023-10-05;feature_20;11;87,5;0;
U-0d350d;S-91b63c;2024-04-07;feature_22;9;40,5;0;
U-952f3a;S-91b63c;2024-01-31;feature_28;9;21,2;0;
U-c1d709;S-91b63c;2024-09-14;feature_22;10;69,2;0;
U-e176a6;S-91c435;2023-08-20;feature_16;6;32,4;2;
U-66eecd;S-91c435;2023-10-02;feature_1;14;7,7;0;
U-974989;S-91c435;2024-08-22;feature_18;18;5,4;0;
U-94641e;S-91c435;2023-02-19;feature_3;13;11,9;0;
U-1fa2b6;S-91c435;2024-04-01;feature_7;7;64,6;0;
U-33d6fd;S-91cd9b;2024-03-19;feature_31;11;101,2;0;
U-96ed88;S-91cd9b;2024-04-08;feature_23;6;18,6;0;
U-c769ab;S-91cd9b;2023-09-29;feature_11;16;144,3;0;
U-ee04e9;S-91cd9b;2023-02-10;feature_35;9;14,0;0;
U-ca5ca4;S-91cd9b;2023-03-17;feature_27;6;36,9;0;Beta
U-13cc4d;S-91cd9b;2023-06-12;feature_7;10;93,2;1;
U-b56086;S-91cd9b;2023-12-25;feature_14;6;5,0;0;
U-d2d2c9;S-91cd9b;2023-12-13;feature_37;13;74,1;0;
U-75ee0a;S-91da84;2024-01-23;feature_4;7;35,5;1;
U-a35cab;S-91da84;2024-04-07;feature_40;11;90,6;0;
U-35799b;S-91da84;2024-02-03;feature_5;9;38,4;0;
U-1809b1;S-91e96a;2024-05-05;feature_27;10;39,7;0;
U-f0f8b9;S-91e96a;2023-06-24;feature_33;17;126,7;1;
U-769264;S-91e96a;2023-04-07;feature_34;11;76,6;0;
U-4d8134;S-91e96a;2023-01-13;feature_4;12;67,4;0;
U-add164;S-91ec54;2023-01-24;feature_6;11;19,3;2;
U-6ac6c7;S-91ec54;2023-11-19;feature_5;9;45,3;0;
U-c43a2c;S-920d64;2024-06-21;feature_13;13;19,5;0;
U-2a226e;S-920d64;2023-05-26;feature_34;7;14,6;0;
U-cd97fa;S-9210e7;2024-10-14;feature_21;13;83,9;0;
U-2aedbb;S-9210e7;2024-04-14;feature_1;8;72,8;1;
U-2d1b78;S-9210e7;2024-01-17;feature_9;6;56,1;0;
U-6c1392;S-9210e7;2024-06-27;feature_36;10;21,5;3;
U-a331ad;S-9210e7;2024-01-24;feature_3;11;22,9;0;
U-f3fc50;S-9210e7;2023-11-04;feature_19;10;47,5;0;
U-fb98d0;S-9210e7;2023-07-08;feature_28;3;22,3;0;
U-04c110;S-9210e7;2024-10-22;feature_36;7;69,8;0;Beta
U-42b220;S-9211e5;2023-06-23;feature_39;9;1,5;0;
U-d5d1d9;S-9211e5;2023-09-04;feature_4;10;61,2;0;
U-d18545;S-9211e5;2024-01-27;feature_26;9;8,3;0;
U-8170dd;S-9211e5;2023-03-28;feature_20;13;80,4;0;
U-3e6bc0;S-921dc3;2023-02-14;feature_33;9;21,8;0;
U-a38160;S-921dc3;2023-01-23;feature_27;8;40,5;0;
U-6f0689;S-921dc3;2023-08-15;feature_1;11;5,7;0;
U-10eff5;S-921dc3;2024-10-08;feature_21;11;87,3;0;
U-0f094c;S-921dc3;2024-08-13;feature_23;12;81,4;3;
U-5d959c;S-921f19;2024-03-24;feature_35;9;45,9;0;
U-78b906;S-921f19;2023-11-19;feature_40;9;7,2;0;
U-9950e5;S-921f19;2023-10-08;feature_7;9;19,2;0;
U-b1b55e;S-921f19;2023-09-04;feature_12;10;6,3;0;
U-d0fec7;S-921f19;2024-03-14;feature_17;4;24,6;0;
U-0c6f3b;S-921f19;2024-01-07;feature_23;11;101,9;0;
U-f46a59;S-9220c9;2024-08-17;feature_40;9;20,0;0;
U-393941;S-9220c9;2023-02-06;feature_15;15;59,8;0;Beta
U-62cc2f;S-9220c9;2024-02-06;feature_10;10;65,2;1;
U-38520d;S-9220c9;2024-02-22;feature_27;9;19,8;0;
U-4fdb0e;S-9220c9;2023-05-30;feature_19;11;32,1;1;
U-6b2c8f;S-9225ac;2023-02-16;feature_12;11;37,2;0;
U-7e1322;S-9225ac;2024-01-30;feature_37;16;156,0;0;
U-14267a;S-9225ac;2024-03-11;feature_36;15;46,8;0;Beta
U-61899f;S-9225ac;2024-07-12;feature_8;4;18,5;0;
U-9fc1d9;S-9225ac;2023-04-07;feature_12;9;52,4;0;
U-e1a825;S-92421b;2024-10-11;feature_37;12;46,6;0;
U-78b65c;S-92421b;2024-04-10;feature_33;11;50,1;0;Beta
U-8be3c3;S-924925;2024-10-15;feature_37;8;6,7;0;
U-f2af55;S-924925;2023-11-03;feature_4;13;63,9;0;Beta
U-174a16;S-924925;2024-10-07;feature_27;4;36,1;0;
U-edcf43;S-924925;2024-09-14;feature_29;10;19,7;2;Beta
U-274d58;S-924925;2023-07-14;feature_28;14;48,3;3;
U-5736ce;S-925f82;2024-04-18;feature_7;5;34,9;0;
U-8b3934;S-925f82;2024-07-16;feature_23;12;26,8;1;
U-8e1c19;S-925f82;2023-10-07;feature_33;7;59,7;0;
U-0c87d4;S-925f82;2024-11-19;feature_4;11;82,0;0;
U-56feaf;S-925f82;2023-06-23;feature_10;12;3,4;3;
U-246a60;S-925f82;2023-10-14;feature_35;10;6,8;2;
U-d79987;S-925f82;2023-01-25;feature_5;10;40,7;0;
U-a24ed0;S-925f82;2024-05-01;feature_14;10;34,3;2;
U-ee3f37;S-925f82;2024-03-20;feature_34;13;112,7;0;
U-8699ae;S-927235;2023-04-05;feature_36;8;2,9;0;Beta
U-e6d527;S-927235;2024-08-11;feature_13;13;34,7;1;
U-890768;S-92795b;2024-05-23;feature_32;7;23,1;2;
U-fb4a40;S-92795b;2023-02-24;feature_32;3;11,5;0;
U-c680f0;S-92795b;2024-04-26;feature_34;10;81,7;0;
U-f43c08;S-92795b;2023-03-15;feature_23;11;68,2;0;
U-16e035;S-92795b;2024-05-09;feature_16;11;71,7;1;
U-7d5257;S-929a7c;2024-12-16;feature_20;6;21,2;0;
U-eb7391;S-929a7c;2023-03-13;feature_9;16;97,3;0;
U-491d53;S-929a7c;2024-10-15;feature_24;5;18,7;0;
U-1686d9;S-929a7c;2024-10-10;feature_3;10;12,7;0;
U-2c2950;S-929a7c;2023-12-04;feature_22;8;15,9;0;
U-68c383;S-929a7c;2023-10-11;feature_27;8;79,7;2;
U-e82bbc;S-92a38d;2023-05-18;feature_20;7;33,7;0;
U-93b5ee;S-92a38d;2024-02-18;feature_4;13;101,6;1;Beta
U-11dca9;S-92a38d;2023-07-19;feature_5;7;37,8;0;
U-819101;S-92a38d;2024-10-13;feature_9;5;2,2;2;
U-c5d687;S-92ae0a;2023-07-03;feature_5;8;47,1;0;
U-4628cf;S-92ae0a;2024-04-20;feature_34;10;41,8;2;
U-682795;S-92ae0a;2023-11-09;feature_6;10;24,0;0;
U-eb84ee;S-92ae0a;2023-07-27;feature_12;11;46,0;0;
U-8d53f5;S-92ae0a;2024-05-25;feature_34;14;119,5;2;
U-c362a1;S-92ae0a;2024-01-23;feature_26;8;52,1;0;
U-86bfde;S-92ae0a;2023-03-18;feature_12;10;67,2;0;
U-d84695;S-92ae0a;2023-09-25;feature_17;13;98,4;3;
U-9f7dc5;S-92ae0a;2024-08-22;feature_10;4;35,9;0;
U-615c02;S-92ae0a;2023-07-25;feature_17;10;90,3;3;
U-8a9ccc;S-92afb8;2023-07-26;feature_25;11;66,0;1;
U-209cca;S-92afb8;2023-08-02;feature_28;8;18,9;2;
U-00bd21;S-92afb8;2024-04-10;feature_38;11;72,4;0;
U-9907f2;S-92afb8;2024-12-16;feature_21;13;21,5;1;
U-843718;S-92afb8;2024-06-22;feature_39;12;47,2;1;
U-79fd4a;S-92afb8;2024-05-06;feature_11;13;101,8;0;
U-b16435;S-92afb8;2024-05-14;feature_10;1;5,2;0;
U-9102fd;S-92afb8;2023-10-24;feature_2;12;73,6;0;
U-c04440;S-92afb8;2024-05-28;feature_27;8;36,9;3;
U-7c14d8;S-92afb8;2023-05-16;feature_32;17;121,3;2;
U-7217ba;S-92afb8;2023-12-06;feature_2;16;56,5;0;
U-5a109a;S-92b77f;2023-06-17;feature_11;14;98,0;0;
U-cd0561;S-92b77f;2023-12-28;feature_4;16;144,8;0;
U-542b74;S-92b77f;2023-07-18;feature_19;12;109,4;3;
U-92114c;S-92b77f;2023-03-30;feature_31;12;71,2;3;
U-27ad6c;S-92b77f;2023-01-26;feature_10;7;41,1;0;
U-22f601;S-92b77f;2024-06-17;feature_24;7;2,8;0;
U-ad492d;S-92b77f;2023-09-22;feature_38;8;60,8;0;
U-712c1a;S-92d873;2024-02-12;feature_31;9;20,0;0;
U-531d9d;S-92d873;2024-12-15;feature_22;9;56,9;0;
U-5a2ba8;S-92d873;2023-05-03;feature_34;12;66,4;0;
U-6e0c58;S-92d873;2024-08-06;feature_3;5;47,3;0;
U-0f1ee9;S-92dbcc;2024-03-02;feature_28;10;51,3;0;
U-a08a68;S-92dbcc;2024-04-08;feature_7;13;89,1;2;
U-759fff;S-92dbcc;2023-10-04;feature_19;7;52,3;0;
U-06e161;S-92dbcc;2023-11-12;feature_31;5;36,8;0;
U-b399c4;S-92dbcc;2024-06-08;feature_16;7;49,8;0;
U-647164;S-92dede;2024-06-03;feature_8;9;26,9;0;
U-c82797;S-92dede;2024-04-26;feature_9;10;83,8;0;
U-6ffe43;S-92dede;2024-04-05;feature_29;13;40,1;0;
U-e7b940;S-92dede;2024-09-05;feature_7;4;12,3;2;
U-49adcf;S-92e1fc;2024-04-04;feature_26;15;20,3;2;
U-a7ed67;S-92e1fc;2024-10-25;feature_23;6;15,8;0;
U-f788e6;S-92e8cb;2023-08-18;feature_4;7;39,8;2;
U-609e36;S-92e8cb;2023-09-18;feature_29;9;42,0;0;Beta
U-164590;S-92e8cb;2023-11-27;feature_24;10;74,3;0;
U-b63a09;S-92e8cb;2023-11-24;feature_4;13;22,3;0;
U-12da2b;S-92e8cb;2023-01-19;feature_2;8;31,9;4;
U-3a8464;S-92f228;2023-12-16;feature_14;9;24,9;0;
U-725c0a;S-92f228;2023-08-03;feature_40;5;44,4;0;
U-a16468;S-92f228;2023-02-25;feature_38;5;48,6;0;
U-ae98a3;S-92f228;2023-07-08;feature_11;14;120,9;0;
U-a98f87;S-92f228;2023-01-06;feature_35;5;49,9;0;
U-c3bc96;S-92f228;2024-10-20;feature_19;6;4,5;2;
U-4495f0;S-92f228;2023-02-15;feature_17;5;30,8;0;
U-b73b58;S-92f4b4;2023-06-03;feature_12;15;89,8;0;
U-3d3579;S-92f78a;2023-02-27;feature_33;8;12,7;2;
U-61d1bd;S-92f78a;2023-09-17;feature_16;10;16,2;0;
U-95a929;S-92f78a;2024-03-15;feature_20;7;64,2;0;
U-d7ab8d;S-92f78a;2023-01-08;feature_20;11;54,8;2;
U-27d6b9;S-92f78a;2023-04-26;feature_7;11;81,2;1;
U-d32b27;S-931899;2023-06-12;feature_23;2;1,7;1;
U-6e0ec4;S-931899;2024-02-01;feature_36;13;108,6;0;
U-384755;S-931899;2024-08-22;feature_39;7;70,0;0;Beta
U-85362e;S-931899;2024-05-16;feature_13;13;117,0;0;
U-c4e336;S-931899;2024-11-06;feature_20;6;50,1;0;
U-6357c0;S-931899;2023-06-02;feature_36;8;24,9;0;
U-dbc2c2;S-9333c5;2023-02-25;feature_23;17;99,2;0;
U-cfb848;S-9333c5;2024-08-11;feature_24;15;93,0;1;
U-60efab;S-9333c5;2023-01-25;feature_10;8;54,3;0;
U-440417;S-9333c5;2024-03-07;feature_32;10;61,5;0;Beta
U-4dbb7e;S-934bd4;2023-07-21;feature_25;8;77,1;0;
U-dedce4;S-934bd4;2023-09-18;feature_18;7;42,5;1;
U-384754;S-934bd4;2023-10-21;feature_9;11;23,3;0;
U-926d71;S-934bd4;2023-07-17;feature_10;10;6,3;0;Beta
U-0f6c8c;S-934bd4;2024-06-23;feature_22;10;60,7;2;
U-f13935;S-934bd4;2023-07-11;feature_6;9;4,2;0;
U-81fedd;S-934bd4;2024-07-31;feature_20;8;61,1;0;
U-e7d1f1;S-934bd4;2023-06-21;feature_11;14;113,9;3;
U-90c7be;S-934f6d;2024-03-28;feature_23;8;33,7;0;
U-12061a;S-934f6d;2024-01-16;feature_27;11;9,5;0;
U-0db9a7;S-934f6d;2024-04-23;feature_26;10;73,3;0;
U-a404b2;S-934f6d;2024-09-16;feature_6;10;46,8;0;
U-8f01fa;S-93592e;2023-02-07;feature_23;9;15,2;2;
U-d2a4f6;S-93592e;2023-08-02;feature_35;6;26,8;1;
U-cdb774;S-93592e;2024-06-02;feature_37;10;38,8;0;
U-82573c;S-93592e;2024-06-08;feature_2;7;18,0;2;
U-a746d4;S-935e79;2023-04-10;feature_15;7;53,7;0;
U-02ca10;S-935e79;2023-11-20;feature_39;16;158,4;0;
U-76aa50;S-935e79;2024-07-03;feature_22;9;51,9;0;Beta
U-d5a215;S-935e79;2024-11-01;feature_34;18;113,7;0;
U-2e1337;S-93622a;2023-06-17;feature_6;15;122,8;0;
U-c34edd;S-93622a;2024-10-08;feature_25;16;34,4;0;
U-793a41;S-93622a;2024-03-14;feature_17;11;52,6;1;
U-4abf69;S-93622a;2024-06-04;feature_28;10;12,3;0;
U-936cd5;S-93622a;2024-02-13;feature_11;7;24,4;0;
U-ffc02f;S-936732;2023-08-03;feature_36;11;65,5;0;
U-8fd8fb;S-936732;2023-05-15;feature_38;13;104,4;1;
U-03b2ea;S-936732;2024-01-09;feature_18;13;93,8;0;
U-5e38f5;S-936732;2023-06-15;feature_28;8;60,5;0;
U-9e8c34;S-936732;2023-07-12;feature_10;10;57,8;0;
U-24bc2a;S-936a83;2023-09-20;feature_11;6;44,7;0;
U-bd889f;S-936a83;2024-08-02;feature_19;8;20,5;0;
U-840973;S-936a83;2023-04-25;feature_24;10;75,5;0;
U-365a44;S-936a83;2024-07-09;feature_21;16;80,8;1;
U-54e79e;S-936a83;2024-02-25;feature_24;8;37,3;1;
U-ac1638;S-936a83;2023-06-09;feature_11;8;32,4;0;Beta
U-f431af;S-936e80;2024-06-12;feature_28;7;32,3;0;
U-091b58;S-936e80;2023-12-21;feature_30;10;65,2;0;
U-bfabdd;S-936e80;2023-06-08;feature_23;12;79,0;1;
U-0bb990;S-936e80;2024-08-08;feature_21;10;82,8;0;
U-ad517f;S-936e80;2023-03-26;feature_36;15;94,8;0;
U-2e9bbe;S-936e80;2023-11-16;feature_23;12;95,8;0;Beta
U-dc3ea4;S-936fa3;2024-07-13;feature_19;12;54,6;0;
U-8a347a;S-937207;2024-11-09;feature_39;6;57,3;4;
U-ea1fbe;S-937207;2024-05-28;feature_37;4;8,8;0;
U-120181;S-937207;2024-08-10;feature_1;5;35,3;0;
U-afc997;S-937207;2024-04-03;feature_28;11;103,6;2;Beta
U-1fbf02;S-937207;2023-09-08;feature_27;11;65,6;0;
U-bfa157;S-938952;2023-10-02;feature_40;9;63,2;0;
U-5bce77;S-938952;2023-10-11;feature_20;5;16,2;1;
U-3f97b1;S-938952;2024-03-06;feature_16;6;36,0;0;
U-35bfd7;S-938952;2023-01-31;feature_1;13;58,3;0;
U-d8003d;S-938e4e;2023-04-27;feature_40;8;31,5;0;
U-ad4a5c;S-938e4e;2024-09-28;feature_38;5;5,3;1;
U-b1e937;S-938e4e;2023-09-24;feature_5;9;53,6;3;
U-f0e223;S-938e4e;2024-05-19;feature_19;10;12,7;0;
U-ec1a83;S-938e4e;2023-12-08;feature_14;10;52,2;3;
U-c3c282;S-938e4e;2024-11-10;feature_13;10;17,7;1;
U-7a8a51;S-938e4e;2023-02-06;feature_24;7;20,0;4;
U-d1bd77;S-938e4e;2024-10-11;feature_31;13;97,9;0;
U-c4c084;S-938e4e;2024-10-15;feature_4;12;37,2;0;
U-a24b6c;S-938e4e;2024-05-05;feature_25;14;7,9;0;
U-d78f76;S-9395a2;2023-05-06;feature_16;14;18,9;0;
U-be49b2;S-9395a2;2023-11-15;feature_25;11;99,7;0;
U-128fc2;S-9395a2;2024-07-27;feature_38;12;9,2;3;
U-7abb64;S-9395a2;2023-12-20;feature_36;9;67,2;0;
U-3e4d4b;S-9395a2;2024-05-28;feature_11;7;69,4;0;Beta
U-59ee24;S-9395a2;2024-12-08;feature_33;10;43,3;0;
U-70161e;S-9395a2;2024-02-15;feature_10;7;4,3;0;
U-632b84;S-93ab2d;2023-07-14;feature_14;14;82,1;0;
U-76f23f;S-93ab2d;2023-12-03;feature_34;11;39,6;0;
U-dc313a;S-93ab2d;2023-03-11;feature_25;8;12,3;0;
U-610aae;S-93ab2d;2024-06-01;feature_20;12;76,4;1;
U-5d8b20;S-93ab2d;2023-04-14;feature_28;6;49,5;1;
U-aa00d0;S-93ab2d;2023-08-28;feature_18;13;99,5;0;
U-7a232e;S-93ab2d;2024-08-08;feature_11;10;69,5;1;
U-0fa383;S-93ab2d;2024-01-30;feature_36;6;50,9;0;
U-b60462;S-93cd57;2023-12-31;feature_17;7;23,5;0;
U-4a8e77;S-93cd57;2024-06-21;feature_22;11;95,2;0;
U-467d3c;S-93ce26;2024-04-25;feature_36;7;49,5;0;
U-2a54a6;S-93ce26;2024-11-28;feature_10;7;53,0;1;
U-148215;S-93ce26;2023-03-11;feature_9;18;81,6;1;Beta
U-c4fcd0;S-93ce26;2024-03-04;feature_7;5;8,7;0;
U-623fe5;S-93ce26;2023-10-29;feature_23;10;18,3;0;
U-a197b8;S-93ce26;2024-09-24;feature_18;10;53,2;0;
U-f2ed76;S-93cf65;2024-12-28;feature_31;8;19,1;0;
U-c98674;S-93cf65;2023-08-23;feature_2;9;23,3;0;
U-e84434;S-93dc0e;2024-11-12;feature_13;14;129,3;0;
U-6b3edf;S-93dc0e;2024-01-22;feature_10;12;47,6;0;
U-cb0321;S-93dc0e;2024-07-09;feature_29;11;25,1;0;
U-1e8365;S-93dc0e;2023-03-01;feature_5;11;99,2;0;
U-270b02;S-93dc0e;2023-01-28;feature_23;4;36,1;3;
U-ded788;S-93f835;2023-01-13;feature_29;14;2,6;0;
U-55fde8;S-93f835;2024-02-01;feature_15;12;58,0;0;
U-24380e;S-93f835;2024-11-18;feature_30;13;106,4;0;
U-e40f62;S-93f835;2023-10-11;feature_7;8;59,3;0;
U-da4ff0;S-93f835;2023-10-18;feature_28;11;7,5;0;
U-48a4aa;S-93f835;2024-08-24;feature_39;10;79,5;0;
U-db385c;S-93fa71;2023-04-07;feature_18;9;48,5;0;
U-d2227c;S-93fa71;2024-04-17;feature_39;11;98,3;1;
U-015511;S-93fab3;2023-03-16;feature_40;13;9,8;0;
U-cc6da5;S-93fab3;2024-01-06;feature_18;11;58,3;0;Beta
U-9c333f;S-93fab3;2023-09-13;feature_2;11;89,7;1;
U-3b142c;S-93fab3;2023-04-01;feature_12;14;47,1;0;
U-ae3d03;S-93fab3;2024-10-24;feature_4;7;64,2;0;
U-e02f9e;S-93fab3;2023-02-28;feature_26;9;21,6;1;
U-7b599e;S-93fab3;2023-10-25;feature_37;9;90,0;3;
U-6d4a2d;S-94009b;2024-07-30;feature_25;8;25,2;0;
U-b1b238;S-941e0f;2023-09-13;feature_14;12;107,2;3;
U-a97f47;S-941e0f;2023-09-25;feature_17;7;32,1;0;
U-72380c;S-941e0f;2023-05-03;feature_8;9;63,6;2;
U-52c85f;S-941e0f;2024-09-06;feature_1;15;1,5;0;
U-2c7087;S-941e0f;2023-12-28;feature_10;12;109,4;2;
U-c6bdda;S-941e0f;2023-01-01;feature_26;12;53,8;4;
U-31ef81;S-942caf;2024-04-06;feature_40;9;29,4;1;
U-5827a0;S-942caf;2023-03-09;feature_18;14;12,6;0;
U-8de4d7;S-942caf;2023-05-03;feature_27;15;101,3;0;
U-786dc9;S-942caf;2024-04-30;feature_13;13;14,3;0;
U-53614b;S-942caf;2023-05-11;feature_14;11;104,1;0;
U-2beffc;S-942caf;2024-02-02;feature_30;10;58,7;2;
U-f02321;S-942caf;2023-02-25;feature_13;6;45,5;2;
U-0acbca;S-942caf;2024-12-19;feature_18;12;21,2;0;
U-cc99a8;S-942caf;2024-02-22;feature_35;7;31,0;1;
U-0118ee;S-942caf;2024-05-04;feature_4;9;81,8;2;
U-b3c64f;S-942caf;2024-05-06;feature_16;10;35,2;1;
U-a475a7;S-94471b;2024-07-01;feature_25;15;44,3;3;
U-5f6d17;S-94471b;2024-02-11;feature_31;7;50,5;0;
U-26984c;S-94471b;2023-03-14;feature_23;9;23,6;0;Beta
U-f4e1a2;S-94471b;2024-02-04;feature_6;15;126,5;0;
U-07f1ce;S-94471b;2024-11-03;feature_16;7;62,1;0;
U-cc9db6;S-94471b;2023-09-13;feature_9;14;90,3;3;
U-d7502a;S-94471b;2023-02-06;feature_34;6;7,6;2;
U-c458fa;S-94471b;2023-09-23;feature_13;14;34,1;3;
U-bbb927;S-94471b;2024-05-20;feature_38;10;95,2;0;
U-7fbe6f;S-94471b;2024-10-11;feature_4;10;61,3;1;
U-d6b912;S-9464f8;2024-08-28;feature_7;10;17,3;1;
U-850fba;S-9464f8;2024-06-27;feature_18;7;61,7;3;
U-6cd7f7;S-9464f8;2024-07-17;feature_11;10;83,3;0;
U-cfb590;S-9464f8;2023-11-25;feature_37;16;94,7;0;
U-4c35e1;S-9464f8;2024-10-16;feature_14;3;28,5;0;
U-d1bb3e;S-947b62;2024-01-09;feature_1;10;21,3;1;
U-dde36f;S-947b62;2024-10-28;feature_6;6;43,3;0;
U-9659b4;S-947b62;2023-01-03;feature_11;17;86,7;0;
U-b40785;S-947b62;2023-02-03;feature_33;11;42,2;0;Beta
U-5c0aea;S-947b62;2024-07-09;feature_21;7;26,4;0;
U-3d6043;S-9488ec;2023-06-22;feature_19;8;39,6;0;
U-05d61a;S-9488ec;2023-01-31;feature_33;12;86,4;0;
U-e9bf6f;S-9488ec;2023-08-13;feature_31;6;6,3;0;
U-343205;S-9488ec;2024-02-07;feature_9;16;159,5;1;
U-e0e28b;S-9488ec;2024-12-18;feature_38;10;70,3;0;
U-12b765;S-9488ec;2024-06-25;feature_40;6;21,2;2;
U-aa1a04;S-9488ec;2023-11-14;feature_17;11;56,5;0;
U-501c10;S-9488ec;2024-02-14;feature_11;13;80,4;1;
U-89101f;S-9488ec;2024-03-16;feature_32;9;21,5;1;
U-ec7c24;S-94aaef;2023-05-02;feature_7;11;58,5;3;
U-9e3a9d;S-94aaef;2023-06-22;feature_10;8;14,7;0;
U-ce4fdc;S-94aaef;2023-06-16;feature_18;12;103,2;0;
U-2ec39a;S-94aaef;2023-08-01;feature_11;4;14,5;1;
U-73648e;S-94aaef;2023-06-13;feature_16;7;13,1;0;
U-9bef39;S-94aaef;2023-03-15;feature_27;11;35,2;0;Beta
U-9c486f;S-94b283;2023-09-08;feature_1;16;148,8;0;Beta
U-74f86d;S-94b283;2024-04-06;feature_30;7;16,6;1;
U-a30221;S-94b283;2023-01-08;feature_20;10;99,8;0;
U-ae063d;S-94b283;2024-04-24;feature_1;10;99,8;0;
U-28d703;S-94b283;2023-06-20;feature_23;12;66,8;6;
U-1dc909;S-94b283;2023-09-06;feature_7;11;20,9;0;
U-6a517e;S-94b283;2024-07-27;feature_7;9;29,3;0;
U-51dd2a;S-94c40b;2024-10-18;feature_6;6;44,4;0;Beta
U-e8ada8;S-94c40b;2023-09-26;feature_8;6;20,3;0;
U-778151;S-94c40b;2023-12-16;feature_34;12;39,6;2;
U-8758f9;S-94c40b;2023-05-12;feature_40;7;25,3;1;
U-870191;S-94c6a5;2023-10-23;feature_10;12;50,6;0;
U-76e44d;S-94c6a5;2023-08-24;feature_33;5;25,3;3;
U-4df2e3;S-94c6a5;2024-05-15;feature_1;3;0,3;0;
U-da8a8f;S-94cf13;2023-04-02;feature_2;5;25,9;0;
U-d3316a;S-94cf13;2023-03-14;feature_36;12;77,2;0;Beta
U-e097a0;S-94cf13;2023-08-14;feature_21;10;64,0;1;
U-af0a96;S-94cf13;2023-03-30;feature_17;9;70,4;0;
U-b012d0;S-94cf13;2024-02-20;feature_23;6;12,8;0;
U-6f4e83;S-94cfff;2024-06-20;feature_24;5;42,7;0;
U-e3a745;S-94cfff;2023-07-15;feature_1;16;125,3;0;
U-49ba72;S-94cfff;2024-08-02;feature_24;11;69,3;0;
U-e306f3;S-94cfff;2023-02-20;feature_19;13;21,0;0;
U-aab801;S-94cfff;2024-07-01;feature_11;8;44,5;0;
U-9744b5;S-94d88f;2023-10-28;feature_25;10;89,3;0;
U-fb4065;S-94d88f;2024-11-14;feature_11;13;87,1;1;
U-787fb1;S-94fa70;2023-01-10;feature_28;13;18,2;0;
U-a09bd3;S-94fa70;2024-12-20;feature_5;10;72,8;0;Beta
U-c0b96f;S-94fa70;2024-08-08;feature_38;9;15,8;0;
U-b138e2;S-94fa70;2024-05-30;feature_32;13;41,6;0;
